UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
107637,"R",156,"R",415,"R",38,"R",195,"R",0,"R",0,"R",195,"R",101,"R",52,"R",51,"R",0,"R",0,"R",51,"R",19,"R",37,"R",14
107655,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
107664,"R",461,"R",1441,"R",32,"R",775,"R",0,"R",0,"R",775,"R",435,"R",56,"R",260,"R",0,"R",0,"R",260,"R",112,"R",43,"R",18
107725,"R",252,"R",431,"R",58,"R",187,"R",0,"R",0,"R",187,"R",120,"R",64,"R",44,"R",0,"R",0,"R",44,"R",15,"R",34,"R",16
107743,"R",120,"R",301,"R",40,"R",129,"R",0,"R",0,"R",129,"R",74,"R",57,"R",19,"R",0,"R",0,"R",19,"R",11,"R",58,"R",17
107789,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",12,"R",86,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",25
107831,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
107840,"R",257,"R",298,"R",86,"R",23,"R",0,"R",0,"R",23,"R",6,"R",26,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",19
107877,"R",113,"R",181,"R",62,"R",128,"R",0,"R",0,"R",128,"R",63,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107974,"R",134,"R",371,"R",36,"R",176,"R",0,"R",0,"R",176,"R",100,"R",57,"R",84,"R",0,"Z",0,"R",84,"R",25,"R",30,"R",14
107983,"R",846,"R",1240,"R",68,"R",786,"R",0,"Z",0,"R",786,"R",515,"R",66,"R",11,"R",0,"Z",0,"R",11,"R",7,"R",64,"R",17
107992,"R",211,"R",311,"R",68,"R",160,"R",0,"R",0,"R",160,"R",115,"R",72,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",12
108065,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
108092,"R",941,"R",1498,"R",63,"R",737,"R",0,"R",0,"R",737,"R",476,"R",65,"R",26,"R",0,"R",0,"R",26,"R",8,"R",31,"R",18
108232,"R",618,"R",1850,"R",33,"R",577,"R",0,"R",0,"R",577,"R",409,"R",71,"R",316,"R",0,"R",0,"R",316,"R",116,"R",37,"R",14
108348,"A",,"A",,"A",,"R",15,"R",2,"Z",0,"R",13,"R",12,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
108649,"A",,"A",,"A",,"R",67,"R",0,"R",0,"R",67,"R",49,"R",73,"R",36,"R",0,"R",0,"R",36,"R",30,"R",83,"R",16
108667,"R",269,"R",2588,"R",10,"R",242,"R",0,"R",0,"R",242,"R",155,"R",64,"R",648,"R",0,"R",0,"R",648,"R",214,"R",33,"R",30
108807,"R",960,"R",4041,"R",24,"R",872,"R",0,"R",0,"R",872,"R",641,"R",74,"R",726,"R",0,"R",0,"R",726,"R",343,"R",47,"R",22
108852,"R",139,"R",151,"R",92,"R",144,"R",0,"R",0,"R",144,"R",88,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
108977,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",25
109040,"A",,"A",,"A",,"R",146,"R",0,"R",0,"R",146,"R",106,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
109086,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
109208,"R",1371,"R",8562,"R",16,"R",1314,"R",0,"R",0,"R",1314,"R",941,"R",72,"R",1895,"R",0,"R",0,"R",1895,"R",820,"R",43,"R",27
109350,"R",1085,"R",3600,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",23
109651,"R",210,"R",385,"R",55,"R",180,"R",8,"Z",0,"R",172,"R",140,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
109721,"A",,"A",,"A",,"R",371,"R",0,"R",0,"R",371,"R",227,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
109785,"R",1134,"R",1649,"R",69,"R",1198,"R",0,"R",0,"R",1198,"R",1031,"R",86,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",12
109819,"R",1979,"R",7405,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",32
109907,"R",232,"R",1223,"R",19,"R",246,"R",0,"R",0,"R",246,"R",155,"R",63,"R",223,"R",0,"R",0,"R",223,"R",86,"R",39,"R",21
109934,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",19,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
110060,"R",23,"R",97,"R",24,"R",59,"R",0,"R",0,"R",59,"R",29,"R",49,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",8
110097,"R",863,"R",1119,"R",77,"R",827,"R",0,"R",0,"R",827,"R",694,"R",84,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",15
110194,"A",,"A",,"A",,"R",36,"R",1,"R",0,"R",35,"R",34,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
110219,"R",362,"R",440,"R",82,"R",69,"R",0,"R",0,"R",69,"R",33,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
110246,"R",1355,"R",3268,"R",41,"R",1247,"R",0,"R",0,"R",1247,"R",821,"R",66,"R",784,"R",0,"R",0,"R",784,"R",387,"R",49,"R",22
110316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
110334,"R",1055,"R",2988,"R",35,"R",1007,"R",0,"R",0,"R",1007,"R",740,"R",73,"R",750,"R",0,"R",0,"R",750,"R",364,"R",49,"R",22
110361,"R",1117,"R",2058,"R",54,"R",1076,"R",0,"R",0,"R",1076,"R",818,"R",76,"R",30,"R",0,"R",0,"R",30,"R",16,"R",53,"R",18
110370,"R",256,"R",414,"R",62,"R",241,"R",0,"R",0,"R",241,"R",195,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
110404,"R",235,"R",239,"R",98,"R",241,"R",1,"R",0,"R",240,"R",235,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
110413,"R",638,"R",973,"R",66,"R",595,"R",0,"R",0,"R",595,"R",505,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
110422,"R",4333,"R",5172,"R",84,"R",4928,"Z",0,"Z",0,"R",4928,"R",4680,"R",95,"R",15,"Z",0,"Z",0,"R",15,"R",13,"R",87,"R",21
110468,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
110486,"R",1289,"R",2515,"R",51,"R",1453,"Z",0,"Z",0,"R",1453,"R",1105,"R",76,"R",17,"Z",0,"Z",0,"R",17,"R",8,"R",47,"R",24
110495,"R",1330,"R",2477,"R",54,"R",1220,"Z",0,"Z",0,"R",1220,"R",1037,"R",85,"R",50,"Z",0,"Z",0,"R",50,"R",26,"R",52,"R",22
110510,"R",2736,"R",5530,"R",49,"R",2944,"Z",0,"Z",0,"R",2944,"R",2510,"R",85,"R",61,"Z",0,"Z",0,"R",61,"R",30,"R",49,"R",30
110529,"R",4079,"R",7665,"R",53,"R",2656,"Z",0,"Z",0,"R",2656,"R",2365,"R",89,"R",51,"Z",0,"Z",0,"R",51,"R",37,"R",73,"R",28
110538,"R",2725,"R",4396,"R",62,"R",2665,"Z",0,"Z",0,"R",2665,"R",2286,"R",86,"R",34,"Z",0,"Z",0,"R",34,"R",15,"R",44,"R",25
110547,"R",1257,"R",4003,"R",31,"R",1266,"Z",0,"Z",0,"R",1266,"R",1036,"R",82,"R",39,"Z",0,"Z",0,"R",39,"R",17,"R",44,"R",25
110556,"R",3208,"R",5919,"R",54,"R",3537,"Z",0,"Z",0,"R",3537,"R",2780,"R",79,"R",135,"Z",0,"Z",0,"R",135,"R",63,"R",47,"R",24
110565,"R",4274,"R",8709,"R",49,"R",4287,"Z",0,"Z",0,"R",4287,"R",3801,"R",89,"R",113,"Z",0,"Z",0,"R",113,"R",74,"R",65,"R",25
110574,"R",1584,"R",4013,"R",39,"R",1729,"Z",0,"Z",0,"R",1729,"R",1326,"R",77,"R",57,"Z",0,"Z",0,"R",57,"R",35,"R",61,"R",27
110583,"R",4143,"R",8254,"R",50,"R",4399,"Z",0,"Z",0,"R",4399,"R",3952,"R",90,"R",107,"Z",0,"Z",0,"R",107,"R",83,"R",78,"R",24
110592,"R",3675,"R",7704,"R",48,"R",3687,"Z",0,"Z",0,"R",3687,"R",2914,"R",79,"R",173,"Z",0,"Z",0,"R",173,"R",83,"R",48,"R",25
110608,"R",4422,"R",9107,"R",49,"R",5517,"Z",0,"Z",0,"R",5517,"R",4269,"R",77,"R",119,"Z",0,"Z",0,"R",119,"R",63,"R",53,"R",26
110617,"R",3680,"R",7703,"R",48,"R",3647,"Z",0,"Z",0,"R",3647,"R",2971,"R",81,"R",133,"Z",0,"Z",0,"R",133,"R",80,"R",60,"R",27
110635,"R",6130,"R",8650,"R",71,"R",5510,"R",0,"R",0,"R",5510,"R",5336,"R",97,"R",40,"R",0,"R",0,"R",40,"R",33,"R",83,"R",18
110644,"R",5679,"R",9409,"R",60,"R",5304,"R",0,"R",0,"R",5304,"R",4929,"R",93,"R",65,"R",0,"R",0,"R",65,"R",51,"R",78,"R",20
110653,"R",6540,"R",9026,"R",72,"R",5746,"R",0,"R",0,"R",5746,"R",5294,"R",92,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",18
110662,"R",6535,"R",9905,"R",66,"R",5671,"R",0,"R",0,"R",5671,"R",5493,"R",97,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",17
110671,"R",5345,"R",6590,"R",81,"R",4033,"R",0,"R",0,"R",4033,"R",3675,"R",91,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",22
110680,"R",5714,"R",8635,"R",66,"R",5286,"R",0,"R",0,"R",5286,"R",5042,"R",95,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",19
110705,"R",4982,"R",7044,"R",71,"R",4459,"R",0,"R",0,"R",4459,"R",4126,"R",93,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",18
110714,"R",4204,"R",5351,"R",79,"R",3607,"R",0,"R",0,"R",3607,"R",3253,"R",90,"R",13,"R",0,"R",0,"R",13,"R",5,"R",38,"R",18
110778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
110875,"A",,"A",,"A",,"R",22,"Z",0,"Z",0,"R",22,"R",19,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
110918,"R",1,"R",6,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
111009,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
111054,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",25,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
111081,"R",205,"R",246,"R",83,"R",193,"R",0,"R",0,"R",193,"R",172,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
111188,"R",236,"R",335,"R",70,"R",220,"Z",0,"Z",0,"R",220,"R",186,"R",85,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",15
111434,"R",269,"R",2202,"R",12,"R",315,"R",0,"R",0,"R",315,"R",220,"R",70,"R",416,"R",0,"R",0,"R",416,"R",143,"R",34,"R",25
111461,"R",1615,"R",5017,"R",32,"R",1563,"R",0,"R",0,"R",1563,"R",1182,"R",76,"R",1272,"R",0,"R",0,"R",1272,"R",699,"R",55,"R",28
111513,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",32,"R",86,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",12
111638,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
111708,"A",,"A",,"A",,"R",46,"Z",0,"Z",0,"R",46,"R",37,"R",80,"R",15,"Z",0,"Z",0,"R",15,"R",9,"R",60,"R",30
111717,"A",,"A",,"A",,"R",96,"Z",0,"Z",0,"R",96,"R",76,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
111726,"A",,"A",,"A",,"R",96,"Z",0,"Z",0,"R",96,"R",90,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
111744,"A",,"A",,"A",,"R",60,"Z",0,"Z",0,"R",60,"R",50,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111762,"A",,"A",,"A",,"R",33,"Z",0,"Z",0,"R",33,"R",30,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111799,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",9,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
111887,"R",1692,"R",5732,"R",30,"R",1647,"R",0,"R",0,"R",1647,"R",1179,"R",72,"R",1751,"R",0,"R",0,"R",1751,"R",958,"R",55,"R",24
111896,"R",219,"R",1878,"R",12,"R",197,"R",0,"R",0,"R",197,"R",117,"R",59,"R",332,"R",0,"R",0,"R",332,"R",97,"R",29,"R",26
111920,"R",1032,"R",4147,"R",25,"R",976,"R",0,"R",0,"R",976,"R",735,"R",75,"R",1225,"R",0,"R",0,"R",1225,"R",605,"R",49,"R",25
111939,"R",1681,"R",6802,"R",25,"R",1442,"R",0,"R",0,"R",1442,"R",1053,"R",73,"R",2341,"R",0,"R",0,"R",2341,"R",1366,"R",58,"R",25
111948,"R",1511,"R",1919,"R",79,"R",1419,"R",0,"R",0,"R",1419,"R",1265,"R",89,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",14
111966,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
112075,"R",406,"R",585,"R",69,"R",334,"R",0,"Z",0,"R",334,"R",262,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",18
112084,"R",57,"R",172,"R",33,"R",90,"R",0,"R",0,"R",90,"R",61,"R",68,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",8
112172,"R",1354,"R",3676,"R",37,"R",1302,"R",0,"R",0,"R",1302,"R",882,"R",68,"R",851,"R",0,"R",0,"R",851,"R",465,"R",55,"R",29
112181,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",23,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
112190,"R",1167,"R",5449,"R",21,"R",1441,"R",0,"R",0,"R",1441,"R",1031,"R",72,"R",2027,"R",0,"R",0,"R",2027,"R",744,"R",37,"R",18
112260,"R",321,"R",346,"R",93,"R",343,"R",0,"R",0,"R",343,"R",318,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
112288,"A",,"A",,"A",,"R",112,"R",0,"R",0,"R",112,"R",91,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
112367,"A",,"A",,"A",,"R",228,"R",22,"Z",0,"R",206,"R",114,"R",55,"R",257,"R",61,"Z",0,"R",196,"R",106,"R",54,"R",37
112385,"R",188,"R",3762,"R",5,"R",214,"R",0,"R",0,"R",214,"R",113,"R",53,"R",1116,"R",0,"R",0,"R",1116,"R",347,"R",31,"R",37
112394,"R",105,"R",160,"R",66,"R",105,"R",0,"R",0,"R",105,"R",81,"R",77,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",12
112446,"R",20,"R",58,"R",34,"R",27,"R",0,"R",0,"R",27,"R",11,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
112455,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
112561,"R",221,"R",886,"R",25,"R",228,"R",0,"R",0,"R",228,"R",136,"R",60,"R",236,"R",0,"R",0,"R",236,"R",93,"R",39,"R",18
112570,"A",,"A",,"A",,"R",73,"R",0,"R",0,"R",73,"R",61,"R",84,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",11
112686,"R",497,"R",2786,"R",18,"R",486,"R",0,"R",0,"R",486,"R",300,"R",62,"R",457,"R",0,"R",0,"R",457,"R",174,"R",38,"R",24
112826,"R",323,"R",1751,"R",18,"R",271,"R",0,"R",0,"R",271,"R",185,"R",68,"R",415,"R",0,"R",0,"R",415,"R",162,"R",39,"R",22
113096,"R",1055,"R",4641,"R",23,"R",893,"R",0,"R",0,"R",893,"R",627,"R",70,"R",1323,"R",0,"R",0,"R",1323,"R",625,"R",47,"R",27
113111,"R",438,"R",1878,"R",23,"R",460,"R",0,"R",0,"R",460,"R",339,"R",74,"R",433,"R",0,"R",0,"R",433,"R",201,"R",46,"R",25
113193,"R",939,"R",3977,"R",24,"R",977,"R",0,"R",0,"R",977,"R",645,"R",66,"R",501,"R",0,"R",0,"R",501,"R",188,"R",38,"R",26
113218,"R",568,"R",3469,"R",16,"R",560,"R",0,"R",0,"R",560,"R",403,"R",72,"R",735,"R",0,"R",0,"R",735,"R",334,"R",45,"R",27
113236,"R",1266,"R",4711,"R",27,"R",1216,"R",0,"R",0,"R",1216,"R",933,"R",77,"R",1424,"R",0,"R",0,"R",1424,"R",785,"R",55,"R",24
113333,"R",2717,"R",6233,"R",44,"R",2670,"R",0,"R",0,"R",2670,"R",2088,"R",78,"R",1228,"R",0,"R",0,"R",1228,"R",595,"R",48,"R",30
113449,"A",,"A",,"A",,"R",29,"R",1,"Z",0,"R",28,"R",24,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
113537,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
113573,"R",1121,"R",3046,"R",37,"R",936,"R",0,"R",0,"R",936,"R",701,"R",75,"R",936,"R",0,"R",0,"R",936,"R",552,"R",59,"R",28
113582,"R",4,"R",30,"R",13,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
113634,"R",1478,"R",4651,"R",32,"R",1433,"R",0,"R",0,"R",1433,"R",1131,"R",79,"R",1245,"R",0,"R",0,"R",1245,"R",687,"R",55,"R",26
113698,"R",268,"R",363,"R",74,"R",256,"R",0,"R",0,"R",256,"R",221,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
113856,"R",1976,"R",9799,"R",20,"R",1713,"R",0,"R",0,"R",1713,"R",1245,"R",73,"R",2821,"R",0,"R",0,"R",2821,"R",1163,"R",41,"R",33
113980,"R",2614,"R",7166,"R",36,"R",2294,"R",0,"R",0,"R",2294,"R",1758,"R",77,"R",1711,"R",0,"R",0,"R",1711,"R",900,"R",53,"R",28
114044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
114123,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
114266,"R",662,"R",2766,"R",24,"R",597,"R",0,"R",0,"R",597,"R",470,"R",79,"R",550,"R",0,"R",0,"R",550,"R",270,"R",49,"R",25
114354,"R",392,"R",779,"R",50,"R",163,"R",0,"R",0,"R",163,"R",151,"R",93,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
114390,"R",51,"R",120,"R",43,"R",24,"R",0,"R",0,"R",24,"R",23,"R",96,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
114415,"R",61,"R",95,"R",64,"R",52,"R",0,"R",0,"R",52,"R",45,"R",87,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",15
114433,"R",172,"R",678,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
114460,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",51,"R",88,"R",25,"R",0,"R",0,"R",25,"R",22,"R",88,"R",13
114628,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
114637,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",20
114716,"R",1005,"R",4890,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
114761,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
114789,"R",2035,"R",6862,"R",30,"R",2021,"R",0,"R",0,"R",2021,"R",1308,"R",65,"R",1459,"R",0,"R",0,"R",1459,"R",570,"R",39,"R",26
114813,"R",211,"R",910,"R",23,"R",154,"R",0,"R",0,"R",154,"R",133,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
114859,"R",2093,"R",7100,"R",29,"R",1980,"R",0,"R",0,"R",1980,"R",1479,"R",75,"R",2127,"R",0,"R",0,"R",2127,"R",1152,"R",54,"R",25
114938,"R",464,"R",2001,"R",23,"R",428,"R",0,"R",0,"R",428,"R",331,"R",77,"R",501,"R",0,"R",0,"R",501,"R",197,"R",39,"R",22
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
115001,"R",1384,"R",4123,"R",34,"R",1582,"R",0,"R",0,"R",1582,"R",1189,"R",75,"R",1173,"R",0,"R",0,"R",1173,"R",505,"R",43,"R",26
115010,"A",,"A",,"A",,"R",67,"R",0,"Z",0,"R",67,"R",60,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
115083,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
115126,"R",1038,"R",4018,"R",26,"R",1146,"R",0,"R",0,"R",1146,"R",792,"R",69,"R",931,"R",0,"R",0,"R",931,"R",473,"R",51,"R",27
115296,"R",1648,"R",5474,"R",30,"R",1599,"R",0,"R",0,"R",1599,"R",1090,"R",68,"R",1394,"R",0,"R",0,"R",1394,"R",761,"R",55,"R",26
115357,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
115393,"R",984,"R",4673,"R",21,"R",910,"R",0,"R",0,"R",910,"R",696,"R",76,"R",1411,"R",0,"R",0,"R",1411,"R",361,"R",26,"R",35
115409,"R",214,"R",227,"R",94,"R",214,"R",0,"R",0,"R",214,"R",210,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
115658,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",13,"Z",0,"Z",0,"R",13,"R",9,"R",69,"R",15
115728,"R",95,"R",145,"R",66,"R",119,"R",0,"R",0,"R",119,"R",88,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
115755,"R",1282,"R",2178,"R",59,"R",1400,"Z",0,"Z",0,"R",1400,"R",989,"R",71,"R",20,"Z",0,"Z",0,"R",20,"R",7,"R",35,"R",22
115773,"R",11,"R",61,"R",18,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
115861,"R",1109,"R",2149,"R",52,"R",1065,"R",0,"R",0,"R",1065,"R",774,"R",73,"R",410,"R",0,"R",0,"R",410,"R",223,"R",54,"R",31
115931,"A",,"A",,"A",,"R",58,"Z",0,"Z",0,"R",58,"R",45,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
116226,"R",1,"R",10,"R",10,"R",3,"R",0,"Z",0,"R",3,"R",1,"R",33,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",19
116350,"A",,"A",,"A",,"R",64,"Z",0,"Z",0,"R",64,"R",48,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
116439,"R",1720,"R",5044,"R",34,"R",1507,"R",0,"R",0,"R",1507,"R",1172,"R",78,"R",999,"R",0,"R",0,"R",999,"R",507,"R",51,"R",27
116563,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",22,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
116712,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
116846,"R",4,"R",13,"R",31,"R",8,"R",0,"Z",0,"R",8,"R",7,"R",88,"R",2,"R",0,"R",2,"R",4,"R",0,"R",0,"R",4
117052,"R",973,"R",3379,"R",29,"R",1045,"R",0,"R",0,"R",1045,"R",677,"R",65,"R",557,"R",0,"R",0,"R",557,"R",237,"R",43,"R",23
117104,"R",62,"R",153,"R",41,"R",72,"R",0,"R",0,"R",72,"R",52,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
117113,"R",102,"R",259,"R",39,"R",102,"Z",0,"Z",0,"R",102,"R",64,"R",63,"R",23,"Z",0,"Z",0,"R",23,"R",9,"R",39,"R",19
117140,"R",557,"R",1371,"R",41,"R",722,"R",5,"R",0,"R",717,"R",633,"R",88,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",15
117168,"R",84,"R",166,"R",51,"R",80,"R",0,"R",0,"R",80,"R",68,"R",85,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
117195,"R",160,"R",711,"R",23,"R",181,"R",0,"R",0,"R",181,"R",81,"R",45,"R",187,"R",0,"R",0,"R",187,"R",45,"R",24,"R",16
117238,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
117247,"R",388,"R",3479,"R",11,"R",408,"R",0,"R",0,"R",408,"R",248,"R",61,"R",1085,"R",0,"R",0,"R",1085,"R",381,"R",35,"R",24
117274,"R",190,"R",1095,"R",17,"R",191,"R",0,"R",0,"R",191,"R",100,"R",52,"R",427,"R",0,"R",0,"R",427,"R",42,"R",10,"R",19
117557,"R",16,"R",20,"R",80,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
